Antibody;Ab state;PrEST;Multi-targeting;Gene;Gene desc;ENSG;Uniprot;Protein class;Single cell type Enriched/Enhanced Tissue
HPA070486;502:Failed IH-testing;HPRR3790114;0;AKAP5;A-kinase anchoring protein 5;ENSG00000179841;P24588;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014);Transporters";Granulocytes,Intestinal goblet cells,NK-cells,Excitatory neurons
HPA070701;502:Failed IH-testing;HPRR4170033;0;TMEM59L;transmembrane protein 59 like;ENSG00000105696;Q9UK28;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Transporters";Excitatory neurons,Inhibitory neurons,Horizontal cells,Bipolar cells,Muller glia cells,Oligodendrocyte precursor cells,Astrocytes
HPA070781;502:Failed IH-testing;HPRR4180601;0;GRM4;glutamate metabotropic receptor 4;ENSG00000124493;Q14833;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Horizontal cells,Inhibitory neurons,Excitatory neurons,Spermatogonia,Late spermatids
HPA070990;502:Failed IH-testing;HPRR3430013;0;ADAM22;ADAM metallopeptidase domain 22;ENSG00000008277;Q9P0K1;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Excitatory neurons,Oligodendrocyte precursor cells,Oligodendrocytes
HPA071057;502:Failed IH-testing;HPRR4190639;0;FMNL2;formin like 2;ENSG00000157827;Q96PY5;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes,Astrocytes,Excitatory neurons,Oligodendrocyte precursor cells,Inhibitory neurons
HPA071222;502:Failed IH-testing;HPRR3540060;1;"CBLN4;CBLN2;CBLN1";"cerebellin 4 precursor;cerebellin 2 precursor;cerebellin 1 precursor";"ENSG00000054803;ENSG00000102924;ENSG00000141668";"Q9NTU7;Q8IUK8;P23435";"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";"Peritubular cells,Inhibitory neurons,Excitatory neurons;Excitatory neurons;Late spermatids,Early spermatids,Spermatocytes"
HPA071330;502:Failed IH-testing;HPRR4290631;0;LY6H;lymphocyte antigen 6 family member H;ENSG00000176956;O94772;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Spermatogonia,Excitatory neurons,Adipocytes,Oligodendrocyte precursor cells,Enteroendocrine cells,Horizontal cells
HPA071331;502:Failed IH-testing;HPRR4110449;0;ZIC5;Zic family member 5;ENSG00000139800;Q96T25;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Transcription factors;Transcription factors predicted";Astrocytes,Microglial cells,Spermatocytes
HPA071979;502:Failed IH-testing;HPRR4190023;0;PIANP;PILR alpha associated neural protein;ENSG00000139200;Q8IYJ0;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Horizontal cells,Excitatory neurons,Inhibitory neurons,Oligodendrocyte precursor cells,Bipolar cells,Peritubular cells
HPA072249;502:Failed IH-testing;HPRR4200014;0;FAT2;FAT atypical cadherin 2;ENSG00000086570;Q9NYQ8;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Squamous epithelial cells,Suprabasal keratinocytes,Basal keratinocytes,Basal squamous epithelial cells,Basal respiratory cells,Extravillous trophoblasts,Serous glandular cells
HPA073274;502:Failed IH-testing;HPRR4220182;0;CADM3;cell adhesion molecule 3;ENSG00000162706;Q8N126;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Bipolar cells,Schwann cells,Melanocytes,Horizontal cells,Inhibitory neurons,Excitatory neurons,Muller glia cells
HPA073581;502:Failed IH-testing;HPRR2850726;0;MBP;myelin basic protein;ENSG00000197971;P02686;"Candidate cardiovascular disease genes;Disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes
HPA073612;502:Failed IH-testing;HPRR3790369;0;VSTM2B;V-set and transmembrane domain containing 2B;ENSG00000187135;A6NLU5;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Oligodendrocytes,Oligodendrocyte precursor cells,Excitatory neurons,Inhibitory neurons,Horizontal cells,Bipolar cells
HPA073709;502:Failed IH-testing;HPRR4030392;0;LY6H;lymphocyte antigen 6 family member H;ENSG00000176956;O94772;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Spermatogonia,Excitatory neurons,Adipocytes,Oligodendrocyte precursor cells,Enteroendocrine cells,Horizontal cells
HPA073932;502:Failed IH-testing;HPRR3890626;0;HAPLN2;hyaluronan and proteoglycan link protein 2;ENSG00000132702;Q9GZV7;"Essential proteins;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes
HPA074045;502:Failed IH-testing;HPRR4440440;0;ZIC5;Zic family member 5;ENSG00000139800;Q96T25;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Transcription factors;Transcription factors predicted";Astrocytes,Microglial cells,Spermatocytes
HPA074184;502:Failed IH-testing;HPRR4180404;0;IGSF21;immunoglobin superfamily member 21;ENSG00000117154;Q96ID5;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Kim et al 2014)";Bipolar cells,Oligodendrocyte precursor cells,Excitatory neurons,Microglial cells
HPA074329;502:Failed IH-testing;HPRR4120315;0;VSTM2B;V-set and transmembrane domain containing 2B;ENSG00000187135;A6NLU5;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Oligodendrocytes,Oligodendrocyte precursor cells,Excitatory neurons,Inhibitory neurons,Horizontal cells,Bipolar cells
HPA074483;502:Failed IH-testing;HPRR670164;0;ADGRB2;adhesion G protein-coupled receptor B2;ENSG00000121753;O60241;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Transporters";Excitatory neurons,Horizontal cells,Astrocytes,Oligodendrocyte precursor cells,Inhibitory neurons,Bipolar cells
HPA074890;502:Failed IH-testing;HPRR1820070;0;CRH;corticotropin releasing hormone;ENSG00000147571;P06850;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Syncytiotrophoblasts
HPA075224;502:Failed IH-testing;HPRR3020796;0;SHTN1;shootin 1;ENSG00000187164;A0MZ66;"Cytoskeleton related proteins;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes
HPA075311;502:Failed IH-testing;HPRR4220540;0;NIPA1;NIPA magnesium transporter 1;ENSG00000170113;Q7RTP0;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Potential drug targets;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014);Transporters";Oligodendrocytes,Excitatory neurons,Inhibitory neurons
HPA075336;502:Failed IH-testing;HPRR4190105;0;PCDH8;protocadherin 8;ENSG00000136099;O95206;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Excitatory neurons,Muller glia cells,Inhibitory neurons,Bipolar cells
HPA075523;502:Failed IH-testing;HPRR3790189;0;FAM181B;family with sequence similarity 181 member B;ENSG00000182103;A6NEQ2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Astrocytes,Muller glia cells,Oligodendrocyte precursor cells,Oligodendrocytes,Schwann cells
HPA075922;502:Failed IH-testing;HPRR4120183;0;C1QTNF4;C1q and TNF related 4;ENSG00000172247;Q9BXJ3;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted secreted proteins;Protein evidence (Kim et al 2014)";Ovarian stromal cells,Granulosa cells,Spermatogonia,Late spermatids,Leydig cells,Muller glia cells,Peritubular cells
HPA076103;502:Failed IH-testing;HPRR4520095;1;"CBLN4;CBLN2;CBLN1";"cerebellin 4 precursor;cerebellin 2 precursor;cerebellin 1 precursor";"ENSG00000054803;ENSG00000102924;ENSG00000141668";"Q9NTU7;Q8IUK8;P23435";"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";"Peritubular cells,Inhibitory neurons,Excitatory neurons;Excitatory neurons;Late spermatids,Early spermatids,Spermatocytes"
HPA076182;502:Failed IH-testing;HPRR4470417;0;PCDHGB1;protocadherin gamma subfamily B, 1;ENSG00000254221;Q9Y5G3;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins";Late spermatids,Early spermatids
HPA076860;502:Failed IH-testing;HPRR3340431;1;"GRM1;GRM5";"glutamate metabotropic receptor 1;glutamate metabotropic receptor 5";"ENSG00000152822;ENSG00000168959";"Q13255;P41594";"Disease related genes;FDA approved drug targets;G-protein coupled receptors;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Potential drug targets;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014);Transporters";"Excitatory neurons,Inhibitory neurons,Rod photoreceptor cells;Oligodendrocyte precursor cells,Inhibitory neurons,Excitatory neurons"
HPA076882;502:Failed IH-testing;HPRR4290548;0;CASKIN1;CASK interacting protein 1;ENSG00000167971;Q8WXD9;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014);SH3-domain containing proteins";Horizontal cells,Astrocytes,Oligodendrocyte precursor cells,Inhibitory neurons,Bipolar cells,Excitatory neurons,Muller glia cells
HPA076918;502:Failed IH-testing;HPRR4180945;0;SYT4;synaptotagmin 4;ENSG00000132872;Q9H2B2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Kim et al 2014)";Bipolar cells,Excitatory neurons,Mesothelial cells,Horizontal cells,Inhibitory neurons,Cone photoreceptor cells
HPA077060;502:Failed IH-testing;HPRR2850277;0;NCAN;neurocan;ENSG00000130287;O14594;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Astrocytes
HPA077219;502:Failed IH-testing;HPRR4110449;0;ZIC5;Zic family member 5;ENSG00000139800;Q96T25;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Transcription factors;Transcription factors predicted";Astrocytes,Microglial cells,Spermatocytes
HPA077458;502:Failed IH-testing;HPRR4050128;0;KCNQ3;potassium voltage-gated channel subfamily Q member 3;ENSG00000184156;O43525;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Potential drug targets;Predicted membrane proteins;Transporters;Voltage-gated ion channels";Excitatory neurons,Microglial cells,Inhibitory neurons
HPA077891;502:Failed IH-testing;HPRR4350048;0;RELN;reelin;ENSG00000189056;P78509;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Lymphatic endothelial cells,Schwann cells
HPA078017;502:Failed IH-testing;HPRR4320170;0;SEZ6L;seizure related 6 homolog like;ENSG00000100095;Q9BYH1;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocyte precursor cells,Excitatory neurons,Inhibitory neurons
HPA078257;502:Failed IH-testing;HPRR3790248;0;HS6ST3;heparan sulfate 6-O-sulfotransferase 3;ENSG00000185352;Q8IZP7;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins";Excitatory neurons,Oligodendrocyte precursor cells,Inhibitory neurons
HPA078613;502:Failed IH-testing;HPRR2850669;0;KCNQ3;potassium voltage-gated channel subfamily Q member 3;ENSG00000184156;O43525;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Potential drug targets;Predicted membrane proteins;Transporters;Voltage-gated ion channels";Excitatory neurons,Microglial cells,Inhibitory neurons
HPA079416;502:Failed IH-testing;HPRR3070401;0;IQSEC3;IQ motif and Sec7 domain ArfGEF 3;ENSG00000120645;Q9UPP2;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Kim et al 2014)";Horizontal cells,Excitatory neurons,Inhibitory neurons,Spermatocytes,Bipolar cells
HPA079534;502:Failed IH-testing;HPRR4110020;0;RTN4R;reticulon 4 receptor;ENSG00000040608;Q9BZR6;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Excitatory neurons,Bipolar cells,Granulosa cells,Muller glia cells
HPA079672;502:Failed IH-testing;HPRR3930185;0;CACNG8;calcium voltage-gated channel auxiliary subunit gamma 8;ENSG00000142408;Q8WXS5;"FDA approved drug targets;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Kim et al 2014);Transporters";Inhibitory neurons,Excitatory neurons,Horizontal cells,Oligodendrocyte precursor cells,Skeletal myocytes
HPA079703;502:Failed IH-testing;HPRR4460315;0;PCDH9;protocadherin 9;ENSG00000184226;Q9HC56;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes,Oligodendrocyte precursor cells,Excitatory neurons,Astrocytes,Inhibitory neurons
HPA008036;503:Stopped in IH;HPRR1840149;0;CAMKV;CaM kinase like vesicle associated;ENSG00000164076;Q8NCB2;"Enzymes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Horizontal cells,Excitatory neurons,Inhibitory neurons,Late spermatids
HPA009281;503:Stopped in IH;HPRR1920041;0;SLC1A2;solute carrier family 1 member 2;ENSG00000110436;P43004;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Potential drug targets;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014);Transporters";Astrocytes
HPA010580;503:Stopped in IH;HPRR1950204;1;"PCDHGA1;PCDHGA2;PCDHGA3;PCDHGB1;PCDHGA4;PCDHGB2;PCDHGA5;PCDHGB3;PCDHGA6;PCDHGA7;PCDHGB4;PCDHGA8;PCDHGA9;PCDHGA10;PCDHGB7;PCDHGA11;PCDHGA12;PCDHGC3;PCDHGC4;PCDHGC5;PCDHGB5;PCDHGB6";"protocadherin gamma subfamily A, 1;protocadherin gamma subfamily A, 2;protocadherin gamma subfamily A, 3;protocadherin gamma subfamily B, 1;protocadherin gamma subfamily A, 4;protocadherin gamma subfamily B, 2;protocadherin gamma subfamily A, 5;protocadherin gamma subfamily B, 3;protocadherin gamma subfamily A, 6;protocadherin gamma subfamily A, 7;protocadherin gamma subfamily B, 4;protocadherin gamma subfamily A, 8;protocadherin gamma subfamily A, 9;protocadherin gamma subfamily A, 10;protocadherin gamma subfamily B, 7;protocadherin gamma subfamily A, 11;protocadherin gamma subfamily A, 12;protocadherin gamma subfamily C, 3;protocadherin gamma subfamily C, 4;protocadherin gamma subfamily C, 5;protocadherin gamma subfamily B, 5;protocadherin gamma subfamily B, 6";"ENSG00000081853;ENSG00000204956;ENSG00000240184;ENSG00000240764;ENSG00000242419;ENSG00000253159;ENSG00000253305;ENSG00000253485;ENSG00000253537;ENSG00000253731;ENSG00000253767;ENSG00000253846;ENSG00000253873;ENSG00000253910;ENSG00000253953;ENSG00000254122;ENSG00000254221;ENSG00000254245;ENSG00000261934;ENSG00000262209;ENSG00000262576;ENSG00000276547";"Q9Y5H4;Q9Y5H1;Q9Y5H0;Q9Y5G3;Q9Y5G9;Q9Y5G2;Q9Y5G8;Q9Y5G1;Q9Y5G7;Q9Y5G6;Q9UN71;Q9Y5G5;Q9Y5G4;Q9Y5H3;Q9Y5F8;Q9Y5H2;O60330;Q9UN70;Q9Y5F7;Q9Y5F6;Q9Y5G0;Q9Y5F9";"Disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";"Skeletal myocytes,Bipolar cells,Melanocytes,Cardiomyocytes,Horizontal cells;Schwann cells,Skeletal myocytes,Fibroblasts,Bipolar cells,Peritubular cells;Skeletal myocytes,Schwann cells,Fibroblasts,Endometrial stromal cells,Ovarian stromal cells,Horizontal cells;Late spermatids,Early spermatids;Skeletal myocytes;Cardiomyocytes,Bipolar cells,Mucus glandular cells;Skeletal myocytes,Bipolar cells,Endometrial stromal cells;Salivary duct cells;Skeletal myocytes,Bipolar cells;Skeletal myocytes,Bipolar cells,Prostatic glandular cells,Endometrial stromal cells;Lymphatic endothelial cells;Skeletal myocytes,Bipolar cells,Ovarian stromal cells,Horizontal cells;Skeletal myocytes,Bipolar cells,Horizontal cells,Cardiomyocytes;Skeletal myocytes,Bipolar cells,Horizontal cells;Skeletal myocytes,Lymphatic endothelial cells,Bipolar cells,Schwann cells,Fibroblasts;Skeletal myocytes,Bipolar cells;Skeletal myocytes,Lymphatic endothelial cells,Bipolar cells,Mesothelial cells,Fibroblasts;Fibroblasts,Mesothelial cells,Serous glandular cells,Skeletal myocytes,Bipolar cells,Basal squamous epithelial cells;;;Skeletal myocytes,Mucus glandular cells,Bipolar cells;Skeletal myocytes,Mucus glandular cells"
HPA010620;503:Stopped in IH;HPRR1950899;0;PCDH8;protocadherin 8;ENSG00000136099;O95206;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Excitatory neurons,Muller glia cells,Inhibitory neurons,Bipolar cells
HPA012324;503:Stopped in IH;HPRR670112;0;MAG;myelin associated glycoprotein;ENSG00000105695;P20916;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes,Ovarian stromal cells,Granulosa cells,Secretory cells
HPA013603;503:Stopped in IH;HPRR2010090;0;GAP43;growth associated protein 43;ENSG00000172020;P17677;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014);Transporters";Excitatory neurons
HPA001870;512:Failed IH Iteration;HPRR370096;0;FAT2;FAT atypical cadherin 2;ENSG00000086570;Q9NYQ8;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Squamous epithelial cells,Suprabasal keratinocytes,Basal keratinocytes,Basal squamous epithelial cells,Basal respiratory cells,Extravillous trophoblasts,Serous glandular cells
HPA003917;512:Failed IH Iteration;HPRR221171;0;SEZ6L;seizure related 6 homolog like;ENSG00000100095;Q9BYH1;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocyte precursor cells,Excitatory neurons,Inhibitory neurons
HPA005656;512:Failed IH Iteration;HPRR370096;0;FAT2;FAT atypical cadherin 2;ENSG00000086570;Q9NYQ8;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Squamous epithelial cells,Suprabasal keratinocytes,Basal keratinocytes,Basal squamous epithelial cells,Basal respiratory cells,Extravillous trophoblasts,Serous glandular cells
HPA010521;512:Failed IH Iteration;HPRR1951049;0;PIANP;PILR alpha associated neural protein;ENSG00000139200;Q8IYJ0;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Horizontal cells,Excitatory neurons,Inhibitory neurons,Oligodendrocyte precursor cells,Bipolar cells,Peritubular cells
HPA011121;512:Failed IH Iteration;HPRR1950898;0;PCDH8;protocadherin 8;ENSG00000136099;O95206;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Excitatory neurons,Muller glia cells,Inhibitory neurons,Bipolar cells
HPA014062;512:Failed IH Iteration;HPRR2110045;0;PRRT1;proline rich transmembrane protein 1;ENSG00000204314;Q99946;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Bipolar cells,Ovarian stromal cells,Horizontal cells,Excitatory neurons
HPA022122;512:Failed IH Iteration;HPRR2460040;0;EDIL3;EGF like repeats and discoidin domains 3;ENSG00000164176;O43854;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes,Oligodendrocyte precursor cells
HPA037012;800:Pending Antibody Destiny;HPRR2960434;0;SYN2;synapsin II;ENSG00000157152;Q92777;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Excitatory neurons,Oligodendrocyte precursor cells
HPA051837;800:Pending Antibody Destiny;HPRR3761107;0;KLK6;kallikrein related peptidase 6;ENSG00000167755;Q92876;"Cancer-related genes;Enzymes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Mitochondrial proteins;Plasma proteins;Plasma proteins by Leigh Anderson;Predicted intracellular proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Secretory cells,Oligodendrocytes,Mucus glandular cells,Breast glandular cells,Salivary duct cells
HPA027540;810:Antibody Passed but Stopped;HPRR2760141;0;SPP1;secreted phosphoprotein 1;ENSG00000118785;P10451;"Cancer-related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted secreted proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Hofbauer cells
HPA052631;810:Antibody Passed but Stopped;HPRR3830374;0;GPR37L1;G protein-coupled receptor 37 like 1;ENSG00000170075;O60883;"G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted membrane proteins;Protein evidence (Kim et al 2014)";Astrocytes,Oligodendrocyte precursor cells,Muller glia cells,Schwann cells,Oligodendrocytes
HPA001408;862:Antibody Failed;HPRR260339;0;APLP1;amyloid beta precursor like protein 1;ENSG00000105290;P51693;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes,Bipolar cells,Horizontal cells,Excitatory neurons
HPA001489;862:Antibody Failed;HPRR260340;0;APLP1;amyloid beta precursor like protein 1;ENSG00000105290;P51693;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes,Bipolar cells,Horizontal cells,Excitatory neurons
HPA002133;862:Antibody Failed;HPRR370097;0;RPH3A;rabphilin 3A;ENSG00000089169;Q9Y2J0;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Inhibitory neurons,Excitatory neurons,Horizontal cells,Monocytes,Bipolar cells
HPA007703;862:Antibody Failed;HPRR1920038;0;SEZ6;seizure related 6 homolog;ENSG00000063015;Q53EL9;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Horizontal cells,Bipolar cells,Inhibitory neurons,Cone photoreceptor cells,Rod photoreceptor cells,Excitatory neurons
HPA011630;862:Antibody Failed;HPRR1951698;0;LINGO1;leucine rich repeat and Ig domain containing 1;ENSG00000169783;Q96FE5;"Disease related genes;Human disease related genes;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Potential drug targets;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014);Transporters";Oligodendrocytes,Excitatory neurons,Astrocytes,Oligodendrocyte precursor cells,Inhibitory neurons,Microglial cells,Horizontal cells
HPA014096;862:Antibody Failed;HPRR2090174;0;GRM5;glutamate metabotropic receptor 5;ENSG00000168959;P41594;"FDA approved drug targets;G-protein coupled receptors;Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Predicted intracellular proteins;Predicted membrane proteins;Protein evidence (Kim et al 2014);Transporters";Oligodendrocyte precursor cells,Inhibitory neurons,Excitatory neurons
HPA015581;862:Antibody Failed;HPRR1952080;0;PCDH9;protocadherin 9;ENSG00000184226;Q9HC56;"Mapped to neXtProt;Mapped to UniProt SWISS-PROT;Plasma proteins;Predicted membrane proteins;Protein evidence (Ezkurdia et al 2014);Protein evidence (Kim et al 2014)";Oligodendrocytes,Oligodendrocyte precursor cells,Excitatory neurons,Astrocytes,Inhibitory neurons
